id,name,sell,process,stats,obtained_monster,obtained_map,type,image_paths
5982,Wanderer's Spear,205 Spina,102 Mana,Base ATK: 564; MaxMP: 400; ATK %: 8; Physical Resistance %: 15; % stronger against Fire: 5; Water resistance %: -15; Aggro %: -30; Water Element: 1; Attack MP Recovery: 8; Base Stability %: 60,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Halberd,"[""appearance/halberd/wanderer's spear_male"", ""appearance/halberd/wanderer's spear_female""]"
5983,Wanderer's Spear,205 Spina,102 Mana,Base ATK: 564; Base Stability %: 60; Potential: 48,,[Player] Smith Skill,Halberd,"[""appearance/halberd/wanderer's spear_male"", ""appearance/halberd/wanderer's spear_female""]"
5984,Homura,180 Spina,90 Metal,Base ATK: 115; Earth resistance %: 20; Fire Element: 1; Short Range Damage %: 7; Base Stability %: 80; Additional Melee %: 100,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Katana,"['appearance/katana/homura_male', 'appearance/katana/homura_female']"
5985,Homura,180 Spina,90 Metal,Base ATK: 115; Base Stability %: 80; Potential: 44,,[Player] Smith Skill,Katana,"['appearance/katana/homura_male', 'appearance/katana/homura_female']"
5986,Reptilian Shield,180 Spina,90 Beast,Base DEF: 57; Guard Power %: 30; Guard Recharge %: 25; Magic Barrier: 1500; Guard Break %: 10,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/reptilian shield_male', 'appearance/shield/reptilian shield_female']"
5987,Shabby Bear,Unknown,unknown,Base DEF: 97; MaxMP: 200; MATK %: 8; Invincible Aid (sec): 3,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Additional,"['appearance/additional/shabby bear_male', 'appearance/additional/shabby bear_female']"
5988,Safety Helmet,Unknown,unknown,Base DEF: 270; Physical Resistance %: 25; Anticipate %: 20; Reduce Dmg (Bullet) %: 20; Reduce Dmg (Meteor) %: 25,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Additional,"['appearance/additional/safety helmet_male', 'appearance/additional/safety helmet_female']"
5989,Inferno Curse Greatsword,205 Spina,102 Beast,Base ATK: 529; Base Stability %: 70; Potential: 48,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/inferno curse greatsword_male', 'appearance/2 handed sword/inferno curse greatsword_female']"
5990,Inferno Curse Bow,205 Spina,102 Wood,Base ATK: 211; Base Stability %: 60; Potential: 48,,[Player] Smith Skill,Bow,"['appearance/bow/inferno curse bow_male', 'appearance/bow/inferno curse bow_female']"
5991,Safari Hat,92 Spina,46 Cloth,Base DEF: 110; MaxMP: 300; Earth resistance %: 30; Aggro %: -30,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Additional,"['appearance/additional/safari hat_male', 'appearance/additional/safari hat_female']"
5992,Zega VI,1 Spina,100 Mana,MaxHP: 900; Magic Resistance %: 7; Water resistance %: 6; Attack MP Recovery: 8; Upgrade for: Zega V,Zega (Megiston 2021)(Lv 240) (ID: 2562),Event,Enhancer Crysta (Red),[]
5993,Erudite Uniform,Unknown,unknown,Base DEF: 75; ATK %: 8; MATK %: 8; Critical Rate: 30; Critical Rate %: 30; Earth resistance %: 30; Gem Dust Drop Amount %: 30,Demonic Quasar (Megiston 2021)(Lv 230) (ID: 2561),Event,Armor,"['appearance/armor/erudite uniform (normal)_male', 'appearance/armor/erudite uniform (normal)_female', 'appearance/armor/erudite uniform (light)_male', 'appearance/armor/erudite uniform (light)_female', 'appearance/armor/erudite uniform (heavy)_male', 'appearance/armor/erudite uniform (heavy)_female']"
5994,Beastlord Sword,Unknown,unknown,Base ATK: 367; Base Stability %: 80; Potential: 48,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/beastlord sword_male', 'appearance/1 handed sword/beastlord sword_female']"
5995,Beastlord Greatsword,Unknown,unknown,Base ATK: 550; Base Stability %: 70; Potential: 48,,[Player] Smith Skill,2 Handed Sword,"['appearance/2 handed sword/beastlord greatsword_male', 'appearance/2 handed sword/beastlord greatsword_female']"
5996,Beastlord Bow,Unknown,unknown,Base ATK: 220; Base Stability %: 60; Potential: 48,,[Player] Smith Skill,Bow,"['appearance/bow/beastlord bow_male', 'appearance/bow/beastlord bow_female']"
5997,Beastlord Gun,Unknown,unknown,Base ATK: 293; Base Stability %: 50; Potential: 48,,[Player] Smith Skill,Bowgun,"['appearance/bowgun/beastlord gun_male', 'appearance/bowgun/beastlord gun_female']"
5998,Beastlord Staff,Unknown,unknown,Base ATK: 367; Base Stability %: 60; Potential: 48,,[Player] Smith Skill,Staff,"['appearance/staff/beastlord staff_male', 'appearance/staff/beastlord staff_female']"
5999,Beastlord Wings,Unknown,unknown,Base ATK: 183; Base Stability %: 70; Potential: 48,,[Player] Smith Skill,Magic Device,"['appearance/magic device/beastlord wings_male', 'appearance/magic device/beastlord wings_female']"
6000,Beastlord Knuckles,Unknown,unknown,Base ATK: 256; Base Stability %: 90; Potential: 48,,[Player] Smith Skill,Knuckles,"['appearance/knuckles/beastlord knuckles_male', 'appearance/knuckles/beastlord knuckles_female']"
6001,Beastlord Spear,Unknown,unknown,Base ATK: 587; Base Stability %: 60; Potential: 48,,[Player] Smith Skill,Halberd,"['appearance/halberd/beastlord spear_male', 'appearance/halberd/beastlord spear_female']"
6002,Beastlord Katana,Unknown,unknown,Base ATK: 146; Base Stability %: 70; Potential: 48,,[Player] Smith Skill,Katana,"['appearance/katana/beastlord katana_male', 'appearance/katana/beastlord katana_female']"
6003,Beastlord Shield,205 Spina,102 Metal,Base DEF: 76; VIT %: 8; Guard Power %: 41; Guard Recharge %: 15; Aggro %: 30; Fractional Barrier %: 15,Zega (Megiston 2021)(Lv 240) (ID: 2562); Zega (Megiston 2022)(Lv 260) (ID: 2874),Event; Event,Shield,"['appearance/shield/beastlord shield_male', 'appearance/shield/beastlord shield_female']"
6004,Silver Armor Bit,1 Spina,2 Metal,,P. Avatar (2022)(Lv 400) (ID: 2563); P. Avatar (2023)(Lv 400) (ID: 2883),Event; Event,Material,[]
6005,Evgenis,1 Spina,1000 Mana,Base ATK: 420; MaxMP: 1000; Accuracy %: 100; Dodge: 50; Base Stability %: 80; Shield only:Aggro %: 50,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,1 Handed Sword,"['appearance/1 handed sword/evgenis_male', 'appearance/1 handed sword/evgenis_female']"
6006,Integridar,1 Spina,1000 Mana,Base ATK: 630; MaxHP: 10000; Accuracy: 200; Base Stability %: 70; Fractional Barrier %: 25,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,2 Handed Sword,"['appearance/2 handed sword/integridar_male', 'appearance/2 handed sword/integridar_female']"
6007,Metriofron,1 Spina,1000 Mana,Base ATK: 252; Accuracy %: 50; Aggro %: -50; Base Stability %: 60; Anticipate %: 50,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,Bow,"['appearance/bow/metriofron_male', 'appearance/bow/metriofron_female']"
6008,Generos,1 Spina,1000 Mana,Base ATK: 336; Stability %: 30; Aggro %: -100; Base Stability %: 50,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,Bowgun,"['appearance/bowgun/generos_male', 'appearance/bowgun/generos_female']"
6009,Reticencia,1 Spina,1000 Mana,Base ATK: 420; Base Stability %: 60; Fractional Barrier %: 25; Guard Break %: 50; Barrier Cooldown %: 25,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,Staff,"['appearance/staff/reticencia_male', 'appearance/staff/reticencia_female']"
6010,Temperament,1 Spina,1000 Mana,Base ATK: 210; Physical Resistance %: 40; Magic Resistance %: 40; Evasion Recharge %: 80; Base Stability %: 70,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,Magic Device,"['appearance/magic device/temperament_male', 'appearance/magic device/temperament_female']"
6011,Dignidad,1 Spina,1000 Mana,Base ATK: 294; Critical Rate: 90; Aggro %: 30; Base Stability %: 90; Anticipate %: 30; Guard Break %: 30,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,Knuckles,"['appearance/knuckles/dignidad_male', 'appearance/knuckles/dignidad_female']"
6012,Tolerancia,1 Spina,1000 Mana,Base ATK: 672; Stability %: 10; CSPD: 1500; Critical Damage: 30; Base Stability %: 60,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,Halberd,"['appearance/halberd/tolerancia_male', 'appearance/halberd/tolerancia_female']"
6013,Modestia,1 Spina,1000 Mana,Base ATK: 168; ASPD: 1000; Critical Rate: 120; Attack MP Recovery: 15; Base Stability %: 70,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,Katana,"['appearance/katana/modestia_male', 'appearance/katana/modestia_female']"
6014,Peismataris,1 Spina,1000 Mana,Base DEF: 90; MaxHP %: 15; Ailment Resistance %: 15; Guard Power %: 30; Guard Recharge %: 30,,[NPC] Mysterious Exchange (P. Avatar 2022); Event,Shield,"['appearance/shield/peismataris_male', 'appearance/shield/peismataris_female']"
6015,Zodiac Tiger Box,1 Spina,,,Purro(Lv 1) (ID: 2565); Purro(Lv 10) (ID: 2566); Purro(Lv 20) (ID: 2567); Purro(Lv 30) (ID: 2568); Purro(Lv 50) (ID: 2569),Event; Event; Event; Event; Event,Usable,[]
6016,Purro,1 Spina,2 Mana,Drop Rate %: 1,Purro(Lv 1) (ID: 2565); Purro(Lv 10) (ID: 2566); Purro(Lv 20) (ID: 2567); Purro(Lv 30) (ID: 2568); Purro(Lv 50) (ID: 2569),Event; Event; Event; Event; Event,Additional Crysta,[]
6017,Zodiac Hat: Tiger,1 Spina,2 Mana,Base DEF: 1; STR: 1; INT: 1; VIT: 1; AGI: 1; DEX: 1,Zodiac Tiger Box (ID: 2571),,Additional,"['appearance/additional/zodiac hat tiger_male', 'appearance/additional/zodiac hat tiger_female']"
6018,Exorcism Arrow,1 Spina,2 Mana,Base ATK: 17; Magic Pierce %: 50; Magic Resistance %: 30; Base Stability %: 100; Magic Barrier: 1000,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Staff,"['appearance/staff/exorcism arrow_male', 'appearance/staff/exorcism arrow_female']"
6019,Birdie Wings,1 Spina,2 Mana,Base ATK: 8; CSPD: 500; Base Stability %: 100; Physical Barrier: 500; Magic Barrier: 500; Pet EXP %: 5,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Magic Device,"['appearance/magic device/birdie wings_male', 'appearance/magic device/birdie wings_female']"
6020,Reverdie Halberd,1 Spina,2 Mana,Base ATK: 200; MaxHP: 5000; ATK %: 10; DEF: 100; Ailment Resistance %: 10; Base Stability %: 1,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Halberd,"['appearance/halberd/reverdie halberd_male', 'appearance/halberd/reverdie halberd_female']"
6021,Hagoita,1 Spina,2 Mana,Base DEF: 1; MaxHP: 2000; CSPD %: 20; Guard Power %: 20; Guard Recharge %: 20,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Shield,"['appearance/shield/hagoita_male', 'appearance/shield/hagoita_female']"
6022,Tiger Fists,1 Spina,2 Mana,Base ATK: 1; DEF %: -25; MDEF %: -25; ASPD: 1000; Base Stability %: 100,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Knuckles,"['appearance/knuckles/tiger fists_male', 'appearance/knuckles/tiger fists_female']"
6023,Wooden Wing,19 Spina,18 Wood,,Booboo(Lv 189) (ID: 2572); Booboo(Lv 192) (ID: 2573),Flumen Plains; Flumen Plains,Material,[]
6024,Flumen Wood,21 Spina,22 Wood,,Booboo(Lv 189) (ID: 2572); Booboo(Lv 192) (ID: 2573),Flumen Plains; Flumen Plains,Material,[]
6025,Wisdom Charm,23 Spina,5 Mana,,Booboo(Lv 189) (ID: 2572); Booboo(Lv 192) (ID: 2573),Flumen Plains; Flumen Plains,Material,[]
6026,Accuracy+14,1 Spina,2 Mana,Accuracy: 14,Booboo(Lv 189) (ID: 2572); Booboo(Lv 192) (ID: 2573),Flumen Plains; Flumen Plains,Normal Crysta,[]
6027,Tiny Cat Claw,19 Spina,18 Beast,,Treekat(Lv 190) (ID: 2574); Treekat(Lv 193) (ID: 2575),Flumen Plains; Flumen Plains,Material,[]
6028,Cat Wing,21 Spina,21 Cloth,,Treekat(Lv 190) (ID: 2574); Treekat(Lv 193) (ID: 2575),Flumen Plains; Flumen Plains,Material,[]
6029,Lost Cat Mana,23 Spina,5 Mana,,Treekat(Lv 190) (ID: 2574); Treekat(Lv 193) (ID: 2575),Flumen Plains; Flumen Plains,Material,[]
6030,Crystal Ear Cuffs,95 Spina,47 Metal,Base DEF: 86; MaxMP: 300; Stability %: 3; Long Range Damage %: 3,Treekat(Lv 190) (ID: 2574); Treekat(Lv 193) (ID: 2575),Flumen Plains; Flumen Plains,Additional,"['appearance/additional/crystal ear cuffs_male', 'appearance/additional/crystal ear cuffs_female']"
6031,Superfluous Branch,19 Spina,19 Wood,,Treemit(Lv 191) (ID: 2576); Mikrodia(Lv 190) (ID: 3298); Mikrodia(Lv 191) (ID: 3301); Mikrodia(Lv 192) (ID: 3304),Flumen Plains; Tower of Clamor: Area 1 (190-194); Tower of Clamor: Area 2 (190-194); Tower of Clamor: Area 3 (190-194),Material,[]
6032,Young Tree Bark,21 Spina,21 Wood,,Treemit(Lv 191) (ID: 2576),Flumen Plains,Material,[]
6033,Tea Leaf,23 Spina,24 Medicine,,Treemit(Lv 191) (ID: 2576),Flumen Plains,Material,[]
6034,Great Nature Talisman,95 Spina,47 Wood,Base DEF: 0; MaxHP: 2000; Aggro %: -10; Revive Time %: -10,Treemit(Lv 191) (ID: 2576),Flumen Plains,Special,[]
6035,Zigzag Skin,20 Spina,20 Cloth,,Ophitrix(Lv 201) (ID: 2577); Ophitrix(Lv 202) (ID: 2580); Ophitrix(Lv 203) (ID: 2583); Snorm(Lv 198) (ID: 2837); Snorm(Lv 198) (ID: 2840); Snorm(Lv 201) (ID: 2843); Snorm(Lv 201) (ID: 2846),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3; Illuminare City: Route 1 (190-210); Illuminare City: Route 2 (190-210); Illuminare City: Route 2 (190-210); Illuminare City: Route 3 (190-210),Material,[]
6036,Electrified Tail,22 Spina,22 Beast,,Ophitrix(Lv 201) (ID: 2577); Ophitrix(Lv 202) (ID: 2580); Ophitrix(Lv 203) (ID: 2583),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3,Material,[]
6037,Yomogi Dango,24 Spina,23 Medicine,HP: 2000,Ophitrix(Lv 201) (ID: 2577); Ophitrix(Lv 202) (ID: 2580); Ophitrix(Lv 203) (ID: 2583); Bubble Angel(Lv 184) (ID: 2656); Bubble Angel(Lv 180) (ID: 2657),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3; Celesa's Tree Garden; Celesa's Tree Garden,Usable,[]
6038,Fuse,100 Spina,50 Cloth,Base DEF: 12; MaxHP %: 50; Reflect %: 30; Recoil %: 1,Ophitrix(Lv 201) (ID: 2577); Ophitrix(Lv 202) (ID: 2580); Ophitrix(Lv 203) (ID: 2583),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3,Additional,"['appearance/additional/fuse_male', 'appearance/additional/fuse_female']"
6039,Shining Gleba,20 Spina,21 Medicine,,Mycorina(Lv 202) (ID: 2578); Mycorina(Lv 203) (ID: 2581); Mycorina(Lv 204) (ID: 2584),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3,Material,[]
6040,Transparent Pileus,22 Spina,20 Medicine,,Mycorina(Lv 202) (ID: 2578); Mycorina(Lv 203) (ID: 2581); Mycorina(Lv 204) (ID: 2584); Illuminator(Lv 197) (ID: 2836); Illuminator(Lv 199) (ID: 2838); Illuminator(Lv 199) (ID: 2841); Illuminator(Lv 199) (ID: 2844),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3; Illuminare City: Route 1 (190-210); Illuminare City: Route 1 (190-210); Illuminare City: Route 2 (190-210); Illuminare City: Route 3 (190-210),Material,[]
6041,Mycelial Skull,24 Spina,25 Medicine,,Mycorina(Lv 202) (ID: 2578); Mycorina(Lv 203) (ID: 2581); Mycorina(Lv 204) (ID: 2584),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3,Material,[]
6042,Douse Knuckles,190 Spina,95 Metal,Base ATK: 219; Accuracy %: 12; Water Element: 1; Short Range Damage %: 7; Base Stability %: 90; Physical Barrier: 1500,Mycorina(Lv 202) (ID: 2578); Mycorina(Lv 203) (ID: 2581); Mycorina(Lv 204) (ID: 2584); Corey(Lv 192) (ID: 3300); Corey(Lv 193) (ID: 3303); Corey(Lv 194) (ID: 3306),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3; Tower of Clamor: Area 1 (190-194); Tower of Clamor: Area 2 (190-194); Tower of Clamor: Area 3 (190-194),Knuckles,"['appearance/knuckles/douse knuckles_male', 'appearance/knuckles/douse knuckles_female']"
6043,Elongated Insect Wings,20 Spina,19 Beast,,Pantarum(Lv 203) (ID: 2579); Pantarum(Lv 204) (ID: 2582); Pantarum(Lv 205) (ID: 2585),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3,Material,[]
6044,Sickle-Like Front Leg,22 Spina,22 Beast,,Pantarum(Lv 203) (ID: 2579); Pantarum(Lv 204) (ID: 2582); Pantarum(Lv 205) (ID: 2585),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3,Material,[]
6045,Temple Spear,190 Spina,95 Metal,Base ATK: 502; MaxMP: 600; Physical Resistance %: 12; Magic Resistance %: 18; Light Element: 1; Base Stability %: 60,Pantarum(Lv 203) (ID: 2579); Pantarum(Lv 204) (ID: 2582); Pantarum(Lv 205) (ID: 2585),Divido Valley: Area 1; Divido Valley: Area 2; Divido Valley: Area 3,Halberd,"['appearance/halberd/temple spear_male', 'appearance/halberd/temple spear_female']"
6046,Red Claw,Unknown,Beast,,Blazingur(Lv 245) (ID: 2586),Divido Valley: Area 3,Material,[]
6047,Blazing Mane,Unknown,Cloth,,Blazingur(Lv 245) (ID: 2586),Divido Valley: Area 3,Material,[]
6048,Bloody Stone,Unknown,Mana,,Blazingur(Lv 245) (ID: 2586),Divido Valley: Area 3,Material,[]
6049,Blazingur,1 Spina,100 Mana,MaxHP: 600; MaxMP: 300; Aggro %: 2; Upgrade for: Aranea,Blazingur(Lv 245) (ID: 2586),Divido Valley: Area 3,Enhancer Crysta (Blue),[]
6050,Fire Bandana,Unknown,unknown,Base DEF: 100; ATK %: 4; Magic Resistance %: -15; ASPD: 400; Critical Rate: 25,Blazingur(Lv 245) (ID: 2586),Divido Valley: Area 3,Additional,"['appearance/additional/fire bandana_male', 'appearance/additional/fire bandana_female']"
6051,Flame Dragon Carapace Scale,23 Spina,23 Beast,,Vlam the Flame Dragon(Lv 210) (ID: 2587); Vlam the Flame Dragon(Lv 220) (ID: 2588); Vlam the Flame Dragon(Lv 230) (ID: 2589); Vlam the Flame Dragon(Lv 240) (ID: 2590); Vlam the Flame Dragon(Lv 260) (ID: 2591); Vlam the Flame Dragon (Megiston 2022)(Lv 230) (ID: 2871),Divido Spring; Divido Spring; Divido Spring; Divido Spring; Divido Spring; Event,Material,[]
6052,Red Purple Wingtalon,27 Spina,27 Beast,,Vlam the Flame Dragon(Lv 210) (ID: 2587); Vlam the Flame Dragon(Lv 220) (ID: 2588); Vlam the Flame Dragon(Lv 230) (ID: 2589); Vlam the Flame Dragon(Lv 240) (ID: 2590); Vlam the Flame Dragon(Lv 260) (ID: 2591),Divido Spring; Divido Spring; Divido Spring; Divido Spring; Divido Spring,Material,[]
6053,Hot Poison Gland,31 Spina,31 Medicine,,Vlam the Flame Dragon(Lv 210) (ID: 2587); Vlam the Flame Dragon(Lv 220) (ID: 2588); Vlam the Flame Dragon(Lv 230) (ID: 2589); Vlam the Flame Dragon(Lv 240) (ID: 2590); Vlam the Flame Dragon(Lv 260) (ID: 2591),Divido Spring; Divido Spring; Divido Spring; Divido Spring; Divido Spring,Material,[]
6054,Vlam the Flame Dragon,1 Spina,100 Mana,MaxMP: 400; Physical Pierce %: 7; Short Range Damage %: 6; Upgrade for: Ultimate Machina,Vlam the Flame Dragon(Lv 220) (ID: 2588); Vlam the Flame Dragon(Lv 230) (ID: 2589); Vlam the Flame Dragon(Lv 240) (ID: 2590); Vlam the Flame Dragon(Lv 260) (ID: 2591); Vlam the Flame Dragon (Megiston 2022)(Lv 230) (ID: 2871),Divido Spring; Divido Spring; Divido Spring; Divido Spring; Event,Enhancer Crysta (Red),[]
6055,Poison Flame Dragon Halberd,220 Spina,110 Beast,Base ATK: 632; MaxHP %: 20; ATK %: 8; Magic Resistance %: 20; Accuracy: 100; Critical Rate %: 60; % stronger against Earth: 30; Dark Element: 1; Base Stability %: 60,Vlam the Flame Dragon(Lv 210) (ID: 2587); Vlam the Flame Dragon(Lv 220) (ID: 2588); Vlam the Flame Dragon(Lv 230) (ID: 2589); Vlam the Flame Dragon(Lv 240) (ID: 2590); Vlam the Flame Dragon(Lv 260) (ID: 2591),Divido Spring; Divido Spring; Divido Spring; Divido Spring; Divido Spring,Halberd,"['appearance/halberd/poison flame dragon halberd_male', 'appearance/halberd/poison flame dragon halberd_female']"
6056,Poison Flame Dragon Bow,220 Spina,110 Beast,Base ATK: 237; MaxHP %: 20; ATK %: 8; Physical Resistance %: 20; Critical Rate %: 60; % stronger against Earth: 5; % stronger against Light: 5; Attack MP Recovery: 20; Base Stability %: 60,Vlam the Flame Dragon(Lv 210) (ID: 2587); Vlam the Flame Dragon(Lv 220) (ID: 2588); Vlam the Flame Dragon(Lv 230) (ID: 2589); Vlam the Flame Dragon(Lv 240) (ID: 2590); Vlam the Flame Dragon(Lv 260) (ID: 2591),Divido Spring; Divido Spring; Divido Spring; Divido Spring; Divido Spring,Bow,"['appearance/bow/poison flame dragon bow_male', 'appearance/bow/poison flame dragon bow_female']"
6057,Toxic Dragon Caudal Claw,29 Spina,29 Beast,,Vlam the Flame Dragon(Lv 210) (ID: 2587); Vlam the Flame Dragon(Lv 220) (ID: 2588); Vlam the Flame Dragon(Lv 230) (ID: 2589); Vlam the Flame Dragon(Lv 240) (ID: 2590); Vlam the Flame Dragon(Lv 260) (ID: 2591),Divido Spring; Divido Spring; Divido Spring; Divido Spring; Divido Spring,Material,[]
6058,Gemma Spada,180 Spina,90 Mana,Base ATK: 353; ATK %: 8; Physical Resistance %: 20; CSPD: 750; Neutral Resistance %: 10; % stronger against Neutral: 30; Base Stability %: 80; Physical Barrier: 1500,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,1 Handed Sword,"['appearance/1 handed sword/gemma spada_male', 'appearance/1 handed sword/gemma spada_female']"
6059,Gemma Spada,180 Spina,90 Mana,Base ATK: 353; Base Stability %: 80; Potential: 48,,[Player] Smith Skill,1 Handed Sword,"['appearance/1 handed sword/gemma spada_male', 'appearance/1 handed sword/gemma spada_female']"
6060,Lluvia Bow,Unknown,unknown,Base ATK: 188; Water Element: 1; Attack MP Recovery: 5; Base Stability %: 60; Additional Magic %: 100; MATK UP (DEX %): 100; Attack Range (m): 12,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bow,"['appearance/bow/lluvia bow_male', 'appearance/bow/lluvia bow_female']"
6061,Lluvia Bow,Unknown,unknown,Base ATK: 188; Base Stability %: 60; Potential: 45; Attack Range (m): 12,,[Player] Smith Skill,Bow,"['appearance/bow/lluvia bow_male', 'appearance/bow/lluvia bow_female']"
6062,Repeating Crossbow,190 Spina,95 Wood,Base ATK: 250; ASPD %: 50; % stronger against Neutral: 25; Base Stability %: 50; Additional Melee %: 100; Attack Range (m): 8; Arrow only:Additional Melee %: 100,,[NPC] Blacksmith : Zaldo; Sofya City: Blacksmith,Bowgun,"['appearance/bowgun/repeating crossbow_male', 'appearance/bowgun/repeating crossbow_female']"
